Reviews,Ratings
"We were a little sceptical when we saw how small that place was, but it turned out to be our best breakfast! 
The staff was very nice and welcoming. The hot drinks were very good, especially with the cold weather, with such lovely drawings on...More",5.0
"Lovely place. We ordered 2 latte coffee and a kind of Italian Wrap (10/10) so tasty! Coffees are made with art design on the top
-Staff: 2 guys.
-Price: 17€
-5 stars 
We will come back for sure!",5.0
"Superb service by welcoming friendly staff who go the extra mile. Cozy atmosphere, unique quirky decor. Good place to meet up with friends, great city location. Coffee high quality, latte artists very talented. Good homemade food menu choice.  If visiting Dublin, this place is a...More",5.0
"They’ve got fresh homemade muffins, a lot of vegan options and they taste amazing. The coffee is really good and they make little drawings in the foam. The place looks super cute - deffo recommend.",5.0
"Was expecting a lot and looking forward to trying this place out. The breakfast menu didn't have the best vegan option for me, but it was okay. All in all, I would probably like to try their other vegan options and try again. It seemed...More",5.0
"Totally worth the wait! Great food, great coffee, great staff. The super breakfast and capuccino are some of the best I've ever had. The place is very small so you'll probably have to wait a little bit to sit, but it's totally worth it.",5.0
"Great Irish Breakfast that day.
Warm welcome received. This place deserve more room and more tables so more customers can enjoy the food and drinks there. Highly recommended 😍",5.0
"110% top quality coffee with excellent choices. Thick, creamy and luxurious. This is to be expected in Ireland with good hospitality and service. I can see why the beanhive is rated the best coffee shop in dublin.",5.0
"My customer experience at Beanhive was highly positive, following a menu misunderstanding caused by myself. When ordering, I did not read the menu properly, and I received a dish I could not eat. I am impressed that Beanhive offered a refund, as the mistake was...More",5.0
We had the Super Breakfast at Beanhive three days ago and loved the experience. It looks like a friendly family run cafe and the owner takes great pride in his decorative Barista skills…total works of art! Our only complaint was the limited outdoor bench seating...More,4.0
"First time visit around 12noon , full of customers on dining and waiting, so give up . 
Visit 2nd time on early morning around 9am . 1st table seating customers , not sure was that many delivery/ pickup orders! 
Orders ours drink & breakfasts, Hot...More",3.0
Had some delicious coffee and wraps for lunch. Not much seating available but Stephen park isn't far and has benches and a nice scenery.,5.0
"The most delicious wrap I've ever had. Fresh, tasty, nutritious, healthy. Good for meat eaters and vegans too. Helpful staff. Lush.",5.0
"Fantastic breakfast 
The staff are so friendly and welcoming 
The art work he does on the coffee is amazing didn’t want to drink it",5.0
"This place is incredible! Such warm and cosy vibes, and sitting outside people-watching is pleasant even in the rain. The latte art is incredible, I was wowed with every drink I had, and all for a price quite a bit lower than you’d pay elsewhere!...More",5.0
"Amazing customer service and such lovely staff! Fab coffees and the food was great, with lots of great vegan options, will be back for sure :)",5.0
"Amaaaazing!
That was the best sandwich that I’ve had! Also the staff is lovely!!!
I highly recommend this Café!",5.0
"One of my favourites café in Dublin... Food is lovely and tasty and the way they draw on your coffee is just amazing! 
Besides, the staff is always friendly and happy! Can't miss out!",5.0
"It's my second visit, the first time I just walked by, by chance. We weren't that hungry so ordered a wrap between us. I never expected a big substantial wrap. It litrally made me say ""oh my god"" it was so tasty. The staff are...More",5.0
"Beanhive is known for so much more than just coffee, muffins and scones.... but my experience of it to date, working in an office nearby is generally just grabbing a scone or muffin to go so I can't comment on the larger menu offering.

I...More",5.0
"Even though it's on busy Dawson Street, it has a calm 'local' atmosphere.
Staff were super friendly and their coffee is beautiful.
Best chai latte I've ever had.

Great prices too! Will be back.",5.0
Went here with my wife and 2 friends after seeing the food when walking by. The staff accommodated us by rearranging tables to fit us and personalised the coffee with Chinese characters as our friends are Chinese. the food was delicious and very well priced.,5.0
Stood outside waiting to get a coffee for ten minutes as the guy behind the counter painstakingly repeatedly explained the online order process to the couple infront of me. I saw a lady serving hot food to customers with no face mask and zero social...More,1.0
"I came here to have one of their apparently delicious scones and one of their coffees that have beautiful latte art on them. Unfortunately two days in a row I was too late to eat a scone, but I was able to get one of...More",5.0
"My husband and I stopped in here one morning for some breakfast before a day full of site seeing. We had two breakfast sandwiches, something we could eat on the go, my goodness were they delicious! I remember my husband saying it was one of...More",5.0
"Found this place through trip advisor and it didn’t disappoint. It was busy however, staff couldn’t do enough to help. The food was amazing with lots of vegetarian options! 
Coffees are lovely, 100% worth a visit.",5.0
"I can’t comment on the rest of the food, just the vegan breakfast. Unfortunately just average and I felt a bit pricey for what you got. No vegan spread, and the side dish of olive oil we asked for was vegetable oil.

It was very...More",3.0
the food here was delicious - we had the brunch wrap. lots of choice both vegetarian and otherwise. the latte art was amazing and it was lovely to be able to sit outside in the sun in march!!,5.0
"Walked past on my arrival after 30 hours travel. Decided to go back next morning for breakfast. Wonderful staff, friendly and knowledgeable about coffee. Loved the coffee (Americano) and full breakfast. Highly recommended to people who like good coffee",5.0
"Went here for brunch, wasn't disappointed at all,
Price was consideribly good as it came with free coffee, not to mention it having an Amazing latte art by the way! Will come back again.",5.0
Lovely breakfast with lots of variety and lots of options for celiacs including GF wraps for any of their sandwiches. Coffee and drinks selection was very good and the staff were lovely!,5.0
"Small place only 4 tables in side but worth the wait, amazing breakfast and constantly busy, shows its a great local cafe, would definitely recommend the breakfast",5.0
"Super friendly staff, including a cappuccino artist and good hearty food at a great price in a cozy litttle shop. Only downside os the lack of seating room because you wont want to leave",5.0
Lovely place for breakfast. Had the full English with a mocha and was lovely. Only negative is that it’s a small location and we had to sit outside,4.0
"Great selection of sandwiches. The look a bit loaded on paper, too many ingredients, but they really work, juicy and tasty. You get to choose ciabatta or wrap, both good although I probably prefer the ciabatta.",5.0
"This café is so cute with amazing, friendly service and delicious food. The atmosphere is great and you couldn't ask for a better location.",5.0
"The menu here is varied and unique. 2 of the people I was with had wraps they were big and plentiful. I like the picture drawn on hot drinks touch it just adds something different.

My only criticism would be the length of time it...More",3.0
Our first stop after our overnight flight from NYC. A latte and scone to bring on our hop on-hop off tour leaving just across the street at St. Stephen’s Green was just what we needed. On a previous trip to Dublin I had a proper...More,5.0
"I'll start with the negative. This place is tiny. There are four tables that are so close together that unless you are very slender you will struggle (don't wear a big coat). 
That said the food is great and the service is so friendly it...More",3.0
"Came here for Breakfast, we both had the beanhive super breakfast which was amazing! It was so tasty and such good value for money as it is a large portion size! The staff are super friendly too! We did have to wait for a seat...More",5.0
I just loved my visit here. The place is small and compact but so worth finding out and waiting for a seat. The breakfast was wonderful and the coffee superb. Will come back next time I am in Dublin,5.0
"The restaurant is really small, only 4 small tables. I ordered a wrap and my boyfriend ordered a panini with a side of soup. The wrap came with 3 options of filling but I forgot to request which one I’d like and wasn’t asked so...More",3.0
"We arrived and it was very busy, but were greeted with smiles! We took our place in the queue and ordered the super breakfast for €12.50 which included a hot drink or orange juice. Breakfast here was high quality and very filling, although be prepared...More",5.0
"Nice small cafe with a relaxed atmosphere, table service is fast enough and you are greeted with a pleasant smile. They do latte art which is always amazing!",5.0
This an absolute fantastic place to have great coffee and plenty of appetising snacks.  I went in for an early morning breakfast consisting of Scrambled Eggs on Toast with an Americano - very simple but exactly what I wanted. It was great.  The place is...More,4.0
It's not easy to impress me with breakfast manue bit everything that me and my family tried was rally good...hope to visit again,5.0
"Popped into the Beanhive on a recommendation  when I first arrived in Dublin, and after that first breakfast I ended up stopping in everyday of my weeklong stay in Dublin. I worked my way through the menu as a kind of morning ritual before goin...More",5.0
"What an amazing surprise. The art on the coffee was out of this world! Food was so good!
Throughly recommend this place!",5.0
"Very nice place with good location,also tasty breakfast and big portions, very helpful and friendly staff.",5.0
"Great breakfast - limited seating. The super breakfast is delicious, comes out quickly and hot, and served with a smile. Only a couple of seats inside and a few more outside so we were lucky to get a table! The coffee art is a really...More",5.0
"Went for lunch and had a classic wrap. I wasn’t a big fan of the taste (just my personal taste, no critique!) but it was fresh and packed with veggies and food food. There’s a large choice of combos and you can choose if you...More",3.0
The breakfast is delicious and the coffee is amazing! The staff is very nice as well and helpful! :),5.0
"Family trip to Dublin (two adults, 7 year old, 10 year old). Booked an early evening table mid-week. The restaurant is cosy and lovingly decorated. The atmosphere was very good - the perfect level of ambience.

The menu is large and varied and the waiting...staff are very happy to help advise on choices. 

For starters we settled on some chicken momo (steamed dumplings - a bit like dim sum) and chicken lollypops which were divine. For mains we had a mix of mild/medium curries including a Nepalese variant of biryani (sages' rice) that was simply divine.

The wine list is exhaustive and impressive although my wife and I settled on beer as that's what we were in the mood for.

The food is expensive (although I think that is par for the course for Dublin) but was worth every penny. We were given a complimentary ice cream for the children which was a very nice touch.More",5.0
We have been going to Monty's since 1998 and are never disappointed by the food or service.  A firm family favourite for special occasions. Food is always excellent and the staff could not be more helpful.  Would definitely recommend,5.0
"A friend recommended a visit after seeing his post on social media. Wouldn't be on my radar as not a fan of hot, spicy food. 

Early sitting on a Monday. An amazing wine list, something to suit all tastes and budget. Clearly the owner is...an avid collector and clearly passionate about wine. 

Opted for the mixed starters which were delicious as too were the mains. 

The dessert options were small and the dish I opted for was ok. Ice cream would have been a better choice. 

A delicious bottle of Dundee Hills Pinot Noir paired well with our meal. 

Would highly recommend and look forward to visiting again if only for their wine menu. 

Excellent value toMore",5.0
The meal was delicious and service was fabulous.  The waiter was very friendly and helpful. He made great recommendations of different dishes to sample since none of us in my party had ever had Nepalese before.,5.0
"Food: a truly authentic Indian/Nepalese food
- Appetizers: The dumplings (momo) are unique
- Entrée/main dishes: all options are excellent depends on what you order
- Deserts: not tried
 
Drinks: not tried
 
Service: very helpful to explain the options, very attentive
 
Ambience/atmosphere: small place (the...first main floor), shoulder to shoulder, back to back.
 
Value: fairly priced
 
Overall rating! 4.5 out of 5 (5 for food, 3 for ambience)
Recommendations: highly recommended for food, nothing else.More",4.0
"Visited Monty's last night, amazing food as ever, Shiva and his team are brilliant. The best restaurant in Dublin.",5.0
"Amazing Nepalese food, had the shared platters for starters and mains and accompanied with the house carmenere wine. Everything was excellent. 5/5",5.0
Amazing food and great wine and beer. Good service and great amtmosphere. Really recommand the butter chicken😍😍😍😍😍😍😍,5.0
Just in Montys and finished our meal.  Once again they knock it out the park.  Food just amazing and the staff so friendly.  Great service. Our favourite restaurant in Dublin.,5.0
"Every time I visit this restaurant I love it more and more. I travel and eat out a lot  so I don’t say this lightly, THIS IS MY ABSOLUTE FAVOURITE RESTAURANT. The food is so full of interesting flavours, the staff are just so lovely...and the wine selection is second to none. I also have some dietary issues which are not an issue here.More",5.0
"Fantastic tasty and value for money. Staff are great, very attentive !! We drive almost two hours and stay in Dublin just for Montys !! 10/10",5.0
"This is a fab place in great location. The food is outstanding and prices are adequate to portion sizes and food quality. 
The waiters always ask for allergies and double check in case you are about to order something that may have the allergen. If...you're wheat intolerant this place has many options to choose from. 
The menu is massive (except the deserts thou) and descriptions are very helpful. 
I can't have enough of their food and keep going back. Also the take away portions are deadly, massive and well packed. Awesome place, well worth visiting.More",5.0
"Eat here if ur in Dublin. I hadn’t been at Monty’s for a few years and was meeting friends for a film at IFI.

We booked a table for three. These days I’m less likely to manage a starter and main so I opted for...main only and tasted friends starter (they insisted lol)

I had the goat curry and two days later I’m still thinking about it. It was fabulous. Garlic naan was wonderfully light. Service was attentive and friendly. We had two bottles of Esteva Douro which was great value.

I’m looking forward to going back soonMore",5.0
"Great food with many Gluten free options, including sauces and main courses. Excellent service with calm atmosphere.",5.0
"Awesome place and food. The goat meat curry was simply outstanding. Bit on the expensive side but awesome food.
The restaurant could have been a little more child friendly especially with buggies. Location and food outstanding",5.0
"Wow, fantastic. Dinner here on a Saturday evening, two couples. Ordered a mixed platter to start and four mains. The taste and quality was outstanding. Served on traditional Nepalese  bronze plates. Staff were fab. Looking forward to visiting again.",5.0
"Absolutely delicious Nepalese food in the heart of Dublin. It can be hard to find truly flavorful food in the city centre but this is definitely an exception. Always start with a chat, we had a spinch chat and it was amazing, the leaves had...More",5.0
"We found this place on TripAdvisor when looking for an Indian restaurant for our upcoming trip. I'm so glad we did. It's not Indian, it's Nepalese but there are distinct similarites Inthe cuisine. The service from arrival onwards was first class; attentive but not overbearing....More",5.0
Expensive but definitely worth it! I’ve been several times and don’t have a bad word to say about the food or the staff. If I am ever looking for somewhere to go for a special occasion this will be my first choice. The food is...More,5.0
"We returned to Montys of Kathmandu again the other night as we had enjoyed a few visits here before and thought it would be a reliable choice!   

We'd forgotten just how tasty the food is and were really pleased we chose the restaurant as it...More",5.0
"Wonderfull food and service😋  Winecard out off the ordinary. A must visit in Dublin. Please take the waiters advise, they know what they are takling about.",5.0
"we visited Montys after reading the good reviews and were not disappointed 
waiters are great and very helpful regarding suggestions from the menu .Wine list was  surprisingly good  and overall amtposphere was  great . all courses were very tasty and i will return for sure",4.0
Better than anything I’ve ever eaten ever in London   Wow wow Dublin you have an amazing Nepalese restaurant on your doorstep.  Eat the tandoori butter chicken,5.0
"This was our first in-door visit since last year. What a treat!  Mo mo's, Masu ko Bari, chicken wings and my weight conscious wife had beautiful new chicken ststrter dish. ( unfortunately my wife got very little as the boys devoured it) Shlva will you...More",5.0
"We are a family of 2 adults and 3 kids (14,13 and 11) who prebooked this restaurant weeks in advance. We are vegetarian and so ordered 2 vegetarian starters, 4 orders of dalh (two different types) with 4 rice (fried and plain) 1 nepalise veg...More",3.0
Always like Monty’s  and no disappointment all round having voted it our  restaurant of choice for our Dublin trip into Dublin. Superb  Paratha and a great menu of tasty yummy food,5.0
This was our first visit to Montys and what a pleasant experience. It was recommended and the booking was made by our hotel. Upon arrival we were seated at the window but requested a table with a little more room and were immediately and graciously...More,5.0
"Went to Monty's of Kathmandu in my anniversary  and had very lovely time. Mouth watering  mo : mo very delicious and had candle on dessert as suprize,i  highly recomend this restaurant and can't wait long to visit again.",5.0
This is our first visit to Monty’s post Covid having visited many times over the years. The efforts taken by management & staff to address all Covid safety requirements & ensure the safety of customers is really comforting. Nothing is overlooked in terms  of social...More,5.0
"Montys is always such a lovely treat. While in lockdown mode we enjoyed some takeout from here but nothing beats the real thing. The whole experience of colour, scents and personality all just enhances the super food served here. Have to say that I can...More",5.0
Overall a really nice restaurant with a perfect service. Not the best I’ve ever had but was very nice.,4.0
Went there on the 8-Jul for dinner at 6pm with my adult son.  Restuarant was very quiet. Happy to see that the  tables had been adjusted for CoViD (inmcluding hand sanitisers) without any feeling of intrusion.  The food was as always excelent as were the...More,5.0
"We eat regularly at Monty's, so were delighted to be able to have take away from there tonight. The food was the usual excellent high standard we have come to expect at Monty's. It was fresh and piping hot. I'd highly recommend Monty's for your...More",5.0
"The quality of the take away food  is excellent, restaurant normal standard. Our family treat during this lockdown.  We love the Mo Mo’s the chicken wings and Masu Ko Bari as starters and the traditional curry (ledo Bedo). The surprise was our vegetable hating teenager...More",5.0
Emailed in order. Pay over the phone. Food brought out to car. Simple! Momos were restaurant standard as was Chicken Ghorkhali and Pork Tareko. Nice touch to have the poppadoums with dips. Eating out-at home! Wonderful.,5.0
"We as a family love Monty’s, two young teens, my wife and I have been regulars for years.  Tonight after 3 weeks of lock down I went the 1.9999km’s to get our takeaway.  Having preordered the food, it was dropped into the car as I...More",5.0
This was our second time here - we had a table booked for 7pm but had no problems changing it to 6.30pm. The staff were friendly and courteous throughout the meal and couldn't be faulted. The food was delicious! Portion sizes look small but are...More,5.0
Food was fantastic flavours were out of this world staff so helpful and friendly if in Dublin dont walk past,5.0
"I have been to Kathmandu and the food at Monty's is authentic. Delicious, spicy but not overbearing. Price is okay for the neighborhood and the portions are huge. Very friendly service from the owners and staff. Highly recommend for a different kind of food in...More",5.0
"I was here in a party of 6, the food is good (quite spicy) and the wine list interesting. Staff friendy an enjoyable experience",4.0
"Its been a very long while since we were in Montys. Popped in for dinner at weekend while going to a gig. Skipped starters, had two mains, chicken chili nanglo & lido bido with rice & one bread with 2 beers. Food was very good,...More",4.0
Restaurant was pretty cold to start. Starters were lovely. Asked for a two butter chicken medium spice both came out without spices both were really bland flavour wise. Gin and tonics were average at best. Had high expectations after the starters only to be dissatisfied...More,3.0
First time here and will definitely be returning. The food was really nice. Even loved the mint yoghurt and chutney with the popadoms when you wait for your meal. I ordered the Nepalese Meat Masala with chicken. Was so tasty! Can’t wait to go back...More,5.0
One of the nicest prawn madras' I have ever had. Friendly service and a decent price. Beautiful food would highly recommend,5.0
"Visited here on a cold Feb night.

Huge wine list .. with vintage 40 year old  €4000 wines - not my cuppa tea tbh with a curry

Anyway enjoyed a Nepal prawn starter and spicy chicken  main  ...,.

Both nice, but nothing memorable!!",4.0
"I could not recommend this restaurant enough. It’s tiny so would definitely recommend booking a table, we were just lucky enough to secure a table for two. The prices are reasonable and the food is absolutely delicious. I had the Nepalese Meat Masala and the...More",5.0
Great restaurant. Took bookings on a 6 Nations weekend which can be a challenge to find. Really friendly and interested in us. Good menu and well cooked/presented. Definitely a Nepalese rather than Indian restaurant which was appreciated.,5.0
"This is a restaurant specialising in food for customers that are sub continent ""foodies"" and I would think they have a great number of repeat customers. For those foodies in our group - they loved it.. For those that prefer a less spicy palate, not...More",3.0
Friendly welcome and efficient staff. We had not booked ahead but they were able to accommodate us on a busy Saturday evening. Food was delicious with a range of thoughtful and inventive dishes. Highly recommended.,5.0
"We had a party of 8 for a friends 50th birthday (Jan 17th).
The staff were just so helpful and friendly, the food was amazing, fresh, clean and so very very tasty and you could see/taste it was prepared and cooked with great care.
If...More",5.0
"This restaurant is my favourite in Dublin, and I can safely say I have never had a bad meal here. Every time the service is wonderful and the food just incredible. The wine list is extensive. I went recently with family and there are quite...More",5.0
"Visited Monty’s on our last night in Dublin and it turned out that this was the best meal of our trip. Food was absolutely beautiful, fresh and full of flavour with the most friendly service. Highly recommend this restaurant. There is a reason why it...More",5.0
"Tried Monty’s for the first time yesterday (23rd December) 
The staff were terrific and gave us a very friendly and warm welcome.
The service was great and well organised. Restaurant was very cosy and relaxing. Food was fantastic, me and my brother had the Ledo...More",5.0
Fantastic authentic Nepalese food in City Centre . Excellent from start to finish. Great Value for money . Would highly recommend !!,5.0
"Very nice restaurant, fab service, excellent tasty food. I had a chicken curry LEDO BEDO which I requested as hot. It was very tasty and full of flavour.",5.0
Good service and good food at reasonable prices. The restaurant is located in Temple Bar area and always a bit hectic and busy.,4.0
Great food and service. Never comfortable eating out alone but was given a good table and staff very welcoming and attentive.  Food excellent. Soup really hit the spot on a cold night followed by some tasty venison. Also got a nice glass of wine on...More,4.0
"Beautiful meals with serious flavour in the starters...Main course was a  combo type meal typically eaten by Nepalese travellers and the idea behind it was explained to us expertly by the waiter..Was delicious too..
Highly recommended!!",5.0
"Decided a fancied a curry so looked Googled curry houses in Dublin and “Monty’s of Kathmandu” caught my eye. I have eaten at Nepalese curry houses for many years and very much like the style of food and quality of service.

Once I sat down...More",3.0
Hadn't been to Montys in a while but a great meal out last night. Food and service very good. Some tasty dishes in the early bird from lamb to prawns. Chicken  wings delicious but not crispy if you like them that way. Plenty of Naan...More,4.0
"We ate here again last night. It's been quite a while since our last visit but it was as delicious as I remembered. Portion sizes were good and the food was so tasty. You're guaranteed a good meal here. Lovely staff, friendly and efficient. It's...More",4.0
"We found this restaurant on trip advisor before our trip to Dublin. We reserved a table a couple of weeks before our arrival and it’s a good job we did as the restaurant was super busy and not many tables. 

It is quite expensive so...More",5.0
Just home from another great meal in Monty’s ! We had an early booking but were not rushed out! Food was so tasty looking forward to returning!,5.0
We went to Monty’s two times during our three days stay in Dublin. The food was amazing and the staff was very friendly. Thanks so much!,5.0
"This is one of the best 'Indian' restaurants I've been to, although it is of course Nepalese... A bit pricier than average but you can taste the quality. Had the monkfish tandoori, amazing - starters were excellent aswell. Will hopefully be back!",5.0
My daughter booked a table two weeks ago for 3 for an early bird.  It was mine and my sisters birthday.  When we arrived the waiter said we'd have to vacate the table by 7.15pm - the restaurant was empty and the early bird menu...More,4.0
"Excellent  and attentive service.

Food was disappointing-buttered chicken sauce was dried out and not to the usual standard.

Nan bread excellent",3.0
"While visiting Dublin from Seattle I was treated to a remarkable evening with friends from both Dublin and Seattle, it was my birthday celebration. What exquisite food. Everything brought to that table was both remarkable and memorable. I had the benefit of looking at chef...More",5.0
"Excellent Indian & Nepalese dishes (superb butter chicken, garlic nan, etc.).  Extensive wine list with lots of by the glass or bottle options.  A delectable evening dinner, served by Monty’s courteous & efficient staff, is the perfect top off to a day exploring downtown Dublin!",5.0
"Enjoyed dinner at Monty’s so much earlier this week that we came back for another go. Excellent spices and nice ambiance. All backed with an excellent wine list. The Spinach Chaat, Chicken Lebo Debo, and Jumbo Prawn Tareko were standouts.  Will likely be a regular...More",5.0
It’s been a while but great memories of excellent cuisine and very friendly staff - Montys has a great reputation for only selecting the freshest of ingredients and well worth a visit if you are in the mood for a curry.,5.0
"Enjoying Film Festival in Dublin on August Bank Holiday weekend ,we booked a table for Saturday night at the busy time of 8.30 pm.
The discreet restaurant is a heavenly oasis of refinement and good taste in busy Temple Bar.on arrival we were welcomed like...More",5.0
"The food was incredible, the chicken was so tender and juicy and I would give 5* if it wasn't for the service. When we arrived we were greeted by a heavy curtain which wasn't very welcoming. We were then placed incredibly close to another couple...More",4.0
"First of, I'll start by saying how when we arrived at arrived half 5, the waiter placed us right next to another couple even though the whole restaurant was empty apart from us and the other couple. This felt quite awkward considering inside isn't very...More",4.0
"I have tried many Nepalese restaurants in Dublin, Montys is by far the best! Having been a few times, it continues to impress amd get better each time. The food is amazing and the staff are lovely.",5.0
"Wow! What a fabulous meal my husband and I had at this gorgeous Nepalese restaurant. The wine selection was out of this world. Very good value early bird set menu too. The lamb was so tender. Just the right portion sizes, not too much or...More",5.0
Returned on Wednesday evening for a post work meal.  We ordered the Momos shared starter for 2 which was delicious.  For mains we had Lamb Ledobedo and Lamb Byriani - both cooked to perfection. All washed down with bottles of Budvar.  It isn't the cheapest...More,5.0
"Food, Service, Location all very good BUT lately they have added an extensive wine list BUT jacked up their prices - extra small tables as they pack them in and you have no room to barely eat !
Seating too close to each other -...More",2.0
"This is the second time to eat here. The first being four years ago. A real gem of a place. I recommend the tandoori dishes, the German pilsner and the food at the tables all around looked great too especially the king prawn kebabs. Worth...More",5.0
My husband and I were recommended this place by some friends who found it and we are so glad we came! We are of East Indian decent and this is authentic Indian food! We were both blown away with how good and close to home...More,5.0
"If in Dublin and you fancy something different head here. It looks like a standard curry restaurant when you enter but the food is unique, prepared on site and uses recipes I’ve never come across before. Every dish we had was full of flavour and...More",5.0
"I've been at Monty's few times with my girlfriend and it's one if not our favourite place in Dublin. I've never written a review for it, but this time I feel I had to because the experience was the best I had. 

We were there...More",5.0
"Visited the restaurant for the first time last night with my daughter. Beautiful restaurant, staff so welcoming and professional. The food and wine was just amazing. Can't wait to visit again",5.0
Was walking by w/my wife and saw a couple of TripAdvisor decals of approval in the window so we said “why not” and went in for dinner.  Sat downstairs where it’s quieter than upstairs and had a wonderful waiter by the name of Maneesh who...More,5.0
The food is always great here which is why I keep returning. We had the shared momo dumplings to start. I then had the chicken shickslick (not sure of spelling) with ledo bedo sauce. I also had a delicious garlic nann bread. Partner has the...More,5.0
"Had dinner with my son and husband 
Restaurant is fine but we were at table right on top of entry to toilets so a bit off putting!!!
Starter of selection of starters was very average and disappointing 
King prawns were very small 
Onion Bajai were...More",3.0
"Searched out this restaurant after the reviews on TA. Arrived and it was very busy, we were asked if we had a reservation but we didn't, We were taken to a table for 2 but told that we'd have to vacate by 8-45. Bearing in...More",3.0
"Tuesday night and the restaurant is pleasantly busy. Friendly helpful staff.
The food is AMAZING. Tender tender squid, lamb and minced lamb tartare.
Main course curries so flavorsome and as for the Garlic Naan breads!!!
Seriously extensive Wine list.More",5.0
We were there on Tuesday evening atmosphere was really good food was excellent I must say great momo I ever had in Dublin HIGHLY RECOMMENDED will be back soon,5.0
"This restaurant is one of our favourites in Dublin. The staff are wonderful, so helpful and friendly. I love that they take your coat, such a nice touch. The food is always out of this world and full of flavour. The portion sizes are huge....More",5.0
"Had a lovely meal here recently & the owner was so helpful & knowledgeable when asked about gluten free, took the time to go through the menu & how items are cooked (they have different vats of oil for different items, falafel has no gluten...ingredients & is cooked in its own vat so no cross contamination & helpful suggesting changes (gave me carrot & cucumber seasoned beautifully in place of pita bread) , would highly recommend to anyone who needs to follow a gluten free diet 👍More",5.0
"We had just arrived in Dublin and were a hungry group of 6. We found this restaurant right across the street from our hotel. We were worried because we didn't have a reservation. The man who greeted us was super nice! He said we could...have a table if we were ok with leaving by 8pm. That gave us 2 hours so that was great 👍! The service was super fast and the workers were very nice and efficient! The food was delicious!! I can't believe we were so lucky! Next time we're in Dublin, we will be sure to make reservations!More",5.0
"Had a great meal after watching Ireland beat South Africa.
The Kabseh was delicious, fantastic food and service.",5.0
We really enjoyed our visit to Damascus Gate Restaurant. Emilio took great care of the service and the food was excellent.  Ambience was great as well.,5.0
"We visited Dublin for a n evening and found this restaurant. An absolute gem from the moment we walked in. Staff were cheerful, attentive and the decor within makes you feel warm and authentic.
The food was top class, no exception. When you are still...thinking about the food many hours later in such a positive manner. it's a good sign. To cap off a lovely affordable and enjoyable dinner, we met Emilio who regaled us with a rich history and wonderful conversation. Highly recommend and we will return.More",5.0
"Almost at the gates of paradise, incredible service from Brazilian women, we felt welcomed and embraced!The food came really fast, and it's wonderful! Highlight for Knafe dessert!

All very fresh, well seasoned, delicious!",5.0
"I had an evening meal at Damascus Gate on the first night of my visit to Dublin. I liked it enough to return to the restaurant three days later for my final evening meal in the city. The second visit was particularly enjoyable: helpful, friendly...service, a good pint of draught Guinness and a delicious loubieh b'zeit. I have no hesitation in rating the restaurant as excellent.More",5.0
"I’ve never written a negative review before, but visited this restaurant last night with 5 friends, and was shocked at the heavy-handed service. The guy who served our table made us listen to an unnecessary set-speech about the high quality and good value of the...food (wrong on both accounts) before telling us we could only order from a €33 set menu - not the normal (cheaper) menu other diners were ordering from. He refused to let us have the standard menu, even after we repeatedly asked for it. He also pushed us to order more expensive wines when we repeatedly asked for the house red and white. The food was okay, nothing special, and definitely not worth the money. We should have walked out at the start.More",2.0
Went last night with two friends. Our server was such a pleasant and lovely man. Really accommodating. Food was absolutely delicious. Had the falafel plate and was just yum! Lovely ambiance and felt like I was in the Middle East! Thanks Damascus Gate!,5.0
"...need I day more? 

The minimum word count means I have to. Pleasant and polite staff. food was beyond tasty, and quickly served. Just epic.",5.0
"We have visited this lovely restaurant twice now and both times the service, food, ambience, staff, every single thing was just perfect! 

From the minute you arrive, the host makes you feel so welcome and like you are the most important people in the place....He is so helpful with suggestions of what to try and has pleasant interactions with everyone. The 2 girls serving are very helpful and pleasant also. 

The food is absolutely DIVINE! The first night we went my husband had the Mixed Grill and I had the falafel platter for main. We were with another couple and we got the vegetarian mezza platter to share which was absolutely HUGE! For desert that night I had the knafeh, and my husband had the babosa (I hope I have spelled these correctly). This evening we had the baba ganoush and Syrian potatoes to start, I went for the falafel again (it is just so good!) and my husband had mousahab, and we rounded it off with a shared baklava (best I’ve ever had!). 

Just home, and already planning a third visit! This restaurant has rocketed to the top of our date night venues!More",5.0
"Went there a week ago. Not only was all the food great (to share and in taste) but the staff were too! It was a really great experience overall- we got a sharing platter to start and several different main courses (my chicken dish was...😘) Definitely go for their flavoured chips (the ones that are €4.50) because the entire table was stealing our friends chips they were so good!

Really good for a get together, 10/10More",5.0
"Arrived at 6pm on a Friday to the Terenure branch. Only customers in the restaurant. Waiter had zero personality and wasn’t personable or inviting at all. Despite advertising Moretti beer on draft they didn’t have any. Nor did they have one of their most popular...starters (simosa). Nor did they have ice cream for dessert!!! Waiter never informed of this .. only told when we went to order
I ordered lamb meatballs for starters - two meatballs and some salad were €10. I ordered a lamb dish for main. It was €20 and was literally the same two meatballs in a large bowl of sauce with nothing else in it and a side of rice. Absolute rip off. My guest ordered a chicken dish which had five small pieces of chicken in another large bowl of watery sauce .. he said it was OK!
€96 for two starters, two mains, one dessert, house wine and a coke .. at 6pm .. no early bird menu. Would have been happy enough to pay the bill if the food was small portions but tasted amazing. But it didn’t .. at all. Don’t understand all the 4.5 star reviews. I’d give this a zero if I could!More",1.0
"So many different flavours and tastes fresh herbs in the salads ,.the hummus is just wow and the rice with tender spicy chicken was just delicious",4.0
